"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE"
"escooccupation","key_20631","optional","key_19741","",""
"escooccupation","key_20631","optional","key_19942","",""
"escooccupation","key_20632","essential","key_19943","",""
"escooccupation","key_20632","optional","key_19429","",""
"escooccupation","key_20632","optional","key_19571","",""
"escooccupation","key_20632","optional","key_19653","",""
"escooccupation","key_20632","optional","key_19980","",""
"escooccupation","key_20632","optional","key_20102","",""
"escooccupation","key_20632","optional","key_20106","",""
"escooccupation","key_20632","optional","key_20121","",""
"escooccupation","key_20632","optional","key_20168","",""
"escooccupation","key_20632","optional","key_19646","",""
"escooccupation","key_20633","optional","key_19429","",""
"escooccupation","key_20633","optional","key_19571","",""
"escooccupation","key_20633","optional","key_19653","",""
"escooccupation","key_20633","optional","key_19973","",""
"escooccupation","key_20633","optional","key_20102","",""
"escooccupation","key_20633","optional","key_20106","",""
"escooccupation","key_20633","optional","key_20168","",""
"escooccupation","key_20633","optional","key_20179","",""
"escooccupation","key_20634","essential","key_20087","",""
"escooccupation","key_20634","optional","key_19830","",""
"escooccupation","key_20635","essential","key_20154","",""
"escooccupation","key_20636","essential","key_20417","",""
"escooccupation","key_20637","essential","key_20386","",""
"escooccupation","key_20637","optional","key_19942","",""
"escooccupation","key_20637","optional","key_20409","",""
"escooccupation","key_20638","essential","key_19590","",""
"escooccupation","key_20638","optional","key_19646","",""
"escooccupation","key_20638","optional","key_20060","",""
"escooccupation","key_20639","essential","key_20056","",""
"escooccupation","key_20639","essential","key_19458","",""
"escooccupation","key_20639","essential","key_19730","",""
"escooccupation","key_20639","essential","key_20096","",""
"escooccupation","key_20640","essential","key_20386","",""
"escooccupation","key_20640","optional","key_19942","",""
"escooccupation","key_20640","optional","key_20234","",""
"escooccupation","key_20641","essential","key_19701","",""
"escooccupation","key_20641","optional","key_20056","",""
"escooccupation","key_20641","optional","key_19736","",""
"escooccupation","key_20641","optional","key_20355","",""
"escooccupation","key_20642","optional","key_19830","",""
"escooccupation","key_20643","essential","key_20386","",""
"escooccupation","key_20643","optional","key_19451","",""
"escooccupation","key_20643","optional","key_19865","",""
"escooccupation","key_20643","optional","key_19942","",""
"escooccupation","key_20645","essential","key_20417","",""
"escooccupation","key_20645","essential","key_19590","",""
"escooccupation","key_20645","optional","key_19516","",""
"escooccupation","key_20646","optional","key_19431","",""
"escooccupation","key_20647","essential","key_19451","",""
"escooccupation","key_20647","essential","key_19865","",""
"escooccupation","key_20647","essential","key_20034","",""
"escooccupation","key_20647","optional","key_20216","",""
"escooccupation","key_20648","essential","key_19497","",""
"escooccupation","key_20648","essential","key_19451","",""
"escooccupation","key_20648","essential","key_19865","",""
"escooccupation","key_20648","optional","key_20045","",""
"escooccupation","key_20649","essential","key_19827","",""
"escooccupation","key_20649","essential","key_19451","",""
"escooccupation","key_20649","essential","key_19860","",""
"escooccupation","key_20649","essential","key_19865","",""
"escooccupation","key_20650","essential","key_19451","",""
"escooccupation","key_20650","essential","key_19865","",""
"escooccupation","key_20650","essential","key_20135","",""
"escooccupation","key_20650","optional","key_19755","",""
"escooccupation","key_20650","optional","key_20216","",""
"escooccupation","key_20650","optional","key_20390","",""
"escooccupation","key_20651","essential","key_19747","",""
"escooccupation","key_20651","essential","key_20088","",""
"escooccupation","key_20651","optional","key_20068","",""
"escooccupation","key_20651","optional","key_19891","",""
"escooccupation","key_20651","optional","key_20220","",""
"escooccupation","key_20652","essential","key_20250","",""
"escooccupation","key_20652","optional","key_20154","",""
"escooccupation","key_20653","essential","key_20115","",""
"escooccupation","key_20653","essential","key_19590","",""
"escooccupation","key_20653","essential","key_19710","",""
"escooccupation","key_20653","essential","key_19920","",""
"escooccupation","key_20653","essential","key_20295","",""
"escooccupation","key_20653","essential","key_20372","",""
"escooccupation","key_20654","essential","key_19642","",""
"escooccupation","key_20654","essential","key_19590","",""
"escooccupation","key_20654","essential","key_20217","",""
"escooccupation","key_20655","essential","key_19578","",""
"escooccupation","key_20655","optional","key_19946","",""
"escooccupation","key_20656","optional","key_19463","",""
"escooccupation","key_20656","optional","key_19787","",""
"escooccupation","key_20656","optional","key_20331","",""
"escooccupation","key_20657","essential","key_19428","",""
"escooccupation","key_20657","essential","key_19579","",""
"escooccupation","key_20657","optional","key_20016","",""
"escooccupation","key_20658","essential","key_19506","",""
"escooccupation","key_20658","essential","key_19590","",""
"escooccupation","key_20658","essential","key_20154","",""
"escooccupation","key_20658","optional","key_20101","",""
"escooccupation","key_20658","optional","key_20179","",""
"escooccupation","key_20659","essential","key_20056","",""
"escooccupation","key_20659","essential","key_19458","",""
"escooccupation","key_20659","essential","key_19730","",""
"escooccupation","key_20659","essential","key_20096","",""
"escooccupation","key_20661","optional","key_19465","",""
"escooccupation","key_20662","essential","key_19863","",""
"escooccupation","key_20662","essential","key_19959","",""
"escooccupation","key_20662","essential","key_20005","",""
"escooccupation","key_20662","optional","key_19590","",""
"escooccupation","key_20662","optional","key_20179","",""
"escooccupation","key_20663","essential","key_19830","",""
"escooccupation","key_20663","essential","key_20383","",""
"escooccupation","key_20663","essential","key_20389","",""
"escooccupation","key_20664","essential","key_19960","",""
"escooccupation","key_20664","optional","key_20216","",""
"escooccupation","key_20665","optional","key_19827","",""
"escooccupation","key_20665","optional","key_20224","",""
"escooccupation","key_20666","essential","key_19860","",""
"escooccupation","key_20666","optional","key_19854","",""
"escooccupation","key_20666","optional","key_20243","",""
"escooccupation","key_20666","optional","key_20375","",""
"escooccupation","key_20667","essential","key_19994","",""
"escooccupation","key_20667","optional","key_19888","",""
"escooccupation","key_20668","essential","key_19753","",""
"escooccupation","key_20668","essential","key_19712","",""
"escooccupation","key_20668","essential","key_19857","",""
"escooccupation","key_20668","essential","key_19875","",""
"escooccupation","key_20668","essential","key_19885","",""
"escooccupation","key_20668","essential","key_20161","",""
"escooccupation","key_20668","optional","key_20179","",""
"escooccupation","key_20669","essential","key_19625","",""
"escooccupation","key_20669","essential","key_20162","",""
"escooccupation","key_20669","optional","key_19925","",""
"escooccupation","key_20669","optional","key_20154","",""
"escooccupation","key_20669","optional","key_20232","",""
"escooccupation","key_20671","essential","key_19590","",""
"escooccupation","key_20671","essential","key_19636","",""
"escooccupation","key_20671","essential","key_20002","",""
"escooccupation","key_20672","essential","key_19458","",""
"escooccupation","key_20672","essential","key_19590","",""
"escooccupation","key_20672","essential","key_20002","",""
"escooccupation","key_20672","essential","key_20154","",""
"escooccupation","key_20672","essential","key_20179","",""
"escooccupation","key_20672","essential","key_20217","",""
"escooccupation","key_20673","essential","key_19422","",""
"escooccupation","key_20674","essential","key_20056","",""
"escooccupation","key_20674","essential","key_19458","",""
"escooccupation","key_20674","essential","key_19730","",""
"escooccupation","key_20674","essential","key_20096","",""
"escooccupation","key_20675","essential","key_19784","",""
"escooccupation","key_20675","essential","key_19942","",""
"escooccupation","key_20675","essential","key_20386","",""
"escooccupation","key_20675","optional","key_19886","",""
"escooccupation","key_20675","optional","key_19778","",""
"escooccupation","key_20676","essential","key_19458","",""
"escooccupation","key_20676","essential","key_20154","",""
"escooccupation","key_20676","optional","key_20417","",""
"escooccupation","key_20677","essential","key_19807","",""
"escooccupation","key_20677","essential","key_20138","",""
"escooccupation","key_20677","optional","key_19545","",""
"escooccupation","key_20678","optional","key_19590","",""
"escooccupation","key_20679","essential","key_19516","",""
"escooccupation","key_20679","essential","key_19799","",""
"escooccupation","key_20679","optional","key_19489","",""
"escooccupation","key_20679","optional","key_20402","",""
"escooccupation","key_20680","essential","key_19881","",""
"escooccupation","key_20680","optional","key_19591","",""
"escooccupation","key_20680","optional","key_19860","",""
"escooccupation","key_20681","essential","key_20231","",""
"escooccupation","key_20681","optional","key_19813","",""
"escooccupation","key_20681","optional","key_20195","",""
"escooccupation","key_20682","essential","key_19628","",""
"escooccupation","key_20682","optional","key_20154","",""
"escooccupation","key_20683","essential","key_19874","",""
