ORIGINURI,ID,UUIDHISTORY,ISCOGROUPCODE,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED
http://data.europa.eu/esco/occupation/3a8a7f87-d394-42cd-804b-7a32375b90f0,key_15881,34bc6915-1512-445f-b2c3-74ff21541894,7223,7223.4.5,metal sawing machine operator,"cut-off operative
metal cut-off saw operator
metal sawing machine technician
saw shop worker
metal cut-off saw trimmer
metal power saw operator
metal trimmer
sawing machine operative
machine saw operator
metal cutter
metal sawing machine operator
saw operator
shear saw operator
metal power saw trimmer
saw shop operator
metal sawing machine operative
metal sawing machine worker
metal saw operator
cut-off operator
metal sawyer
metal power saw technician
metalworking power saw operator
shear operator
machine power saw operator
metal cut-off saw operative","Metal sawing machine operators set up and operate metal sawing machines designed to cut excess metal from a metal workpiece by the use of a (or several) large toothed-edges blade(s). They also trim clean finished shapes out of metal using tin snips, metal shears or wire cutters.  They also smoothen and trim sharp or rough edges using various tools.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a8ac6cd-b59a-4b93-b071-0324e895b8e4,key_15882,99b97cca-610e-4fe3-b18b-296ed376556f,1420,1420.4.9,building materials shop manager,"building equipment shop manager
building materials shop manager
builders merchants trade counter manager
builders merchants store manager
construction materials store manager
building materials DIY shop manager
construction materials shop manager
builders merchants shop manager
building materials store manager
building materials do it yourself shop manager
building materials do it yourself store manager
building materials DIY store manager",Building materials shop managers assume responsibility for activities and staff in specialised shops.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3a959644-beed-4afc-8e57-d5068ae6a43e,key_15883,e1e0688c-60de-46b2-976f-813c0d9c5f98,9331,9331.1,bicycle courier,"bike courier
bicycle dispatch rider
bicycle letter carrier
bicycle courier
bicycle package carrier
cycle courier
bike messenger
bicycle messenger
cycle messenger",Bicycle couriers collect and deliver packages and mail by bicycle.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3ac7fbb4-91b2-4d4d-abc8-7a6c55ed648f,key_15884,f1b49dc2-1d88-4bb7-8e15-cea911ce01b3,3324,3324.4,wholesale merchant,"graduate wholesale merchant
business to business sales consultant
wholesale merchant
senior wholesale merchant
assistant wholesale merchant
trader (wholesale)
business to business seller
wholesale buyer
B2B sales consultant
wholesale merchandiser
wholesale trader
wholesaler
trainee wholesale merchant",Wholesale merchants investigate potential wholesale buyers and suppliers and match their needs. They conclude trades involving large quantities of goods.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3ae4fd99-814a-4d06-a7db-5ee680c22e26,key_15885,9675aaa2-c6cd-406e-bae7-71c21b5f8c16,3339,3339.8,tourism contract negotiator,"contract negotiator
hotel contracts negotiator
travel contract negotiator
contracts negotiator
hotel contract negotiator
contract manager
tourism contract negotiator",Tourism contract negotiators negotiate tourism-related contracts between a tour operator and tourism service providers.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3ae7c42b-7929-402f-bcbc-882b8679abf4,key_15886,0732063b-92d0-4803-ad76-61ae901c67aa,3331,3331.2.1.16,"import export specialist in hardware, plumbing and heating equipment","graduate import specialist in hardware, plumbing and heating equipment
senior export specialist in hardware, plumbing and heating equipment
senior import specialist in hardware, plumbing and heating equipment
graduate import export specialist in hardware, plumbing and heating equipment
assistant export specialist in hardware, plumbing and heating equipment
trainee import specialist in hardware, plumbing and heating equipment
assistant import export specialist in hardware, plumbing and heating equipment
trainee import export specialist in hardware, plumbing and heating equipment
assistant import specialist in hardware, plumbing and heating equipment
senior import export specialist in hardware, plumbing and heating equipment
import export specialist in hardware, plumbing and heating equipment
trainee export specialist in hardware, plumbing and heating equipment
graduate export specialist in hardware, plumbing and heating equipment
customs compliance specialist in hardware, plumbing and heating equipment","Import export specialists in hardware, plumbing and heating equipment have and apply deep knowledge of import and export goods including customs clearance and documentation.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3af4d6be-90b5-41f6-be06-3330dab3df73,key_15887,e636a5ef-9816-4a4f-a051-d5272628a17f,2632,2632.6.1,social work researcher,"social research interviewer
social science researcher
social work research manager
social work research assistant
social work research officer
social work researcher
social research worker
communities research worker
social scientist","Social work researchers manage research projects aiming to investigate and provide reports on social issues. They first perform research by gathering information through interviews, focus groups and questionnaires; followed by organising and analysing the gathered information using computer software packages. They analyse social problems and needs, and the different ways and techniques to respond to them.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3afd6af4-0c34-4311-ad73-65adc2571f0c,key_15888,85904b53-046e-46a5-ab47-a20056868990,1321,1321.2.1.2,clothing operations manager,"clothing operations manager
clothing operations director
clothing operations area manager
clothing production manager",Clothing operations managers schedule orders and delivery times in order to ensure the efficient flow of the production system.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3b018148-8e92-4177-9267-5f090386f6a3,key_15889,3c80b58f-09e2-4295-ad76-6143d6ebfc4c,2132,2132.4,fisheries adviser,"marine fisheries consultant
senior fisheries specialist
fisheries adviser
senior fisheries biologist
fisheries scientist
fisheries specialist
marine fisheries scientist
fisheries consultant
marine fisheries adviser
marine fisheries biologist
fisheries biologist
fisheries sustainability consultant",Fisheries advisers provide consultancy on fish stocks and their habitats. They manage the costal fishing business modernisation and provide improvement solutions. Fisheries advisers develop plans and policies for fisheries management. They may provide advice on protected farms and wild fish stock.,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3b129d8d-268e-465a-b0c5-bf32cae59a41,key_15890,9b97a90e-3364-47b4-b80c-4d808d7dec60,2164,2164.2,mobility services manager,"mobility manager
smart city planner","Mobility services managers are responsible for the strategic development and implementation of programs that promote sustainable and interconnected mobility options, reduce mobility costs and meet the transportation needs of customers, employees and the community as a whole such as bike sharing, e-scooter sharing, carsharing and ride hailing and parking management. They establish and manage partnerships with sustainable transport providers and ICT companies and develop business models in order to influence the demand of the market and  promote the concept of mobility as a service in urban areas. ",,Does not include Transport planners.,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
http://data.europa.eu/esco/occupation/3b1ea27c-781c-41eb-821f-214285260dd2,key_15891,1e6510bd-6be4-42a8-89da-0850e8971e02,2519,2519.3,ICT change and configuration manager,"devops engineer
configuration manager
devops specialist
application lifecycle manager
software change and configuration manager","ICT change and configuration managers organise and implement a process to manage changes throughout the lifecycle of ICT assets such as software, applications, ICT systems, etc. ICT change and configuration managers have a sound knowledge of the main technologies and processes used in system engineering and to manage the lifecycle of ICT systems and subsystems.",,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false
